Country Code,year,delta_tariff,delta_tariff_lag1,delta_Balance_paiements_lag1,delta_Emploi_lag1,delta_IPC_lag1,delta_PIB_lag1,delta_Taux_change_lag1,delta_Chômage_lag1
AUS,2016,-0.72,-0.010000000000000009,-1.6261497229207595,226.10644012500052,0.014971039851785939,-0.08876955642888673,0.22143619104241008,-0.020820908333339716
AUS,2017,-0.2899999999999999,-0.72,1.2318728665994003,199.51101208329965,0.012689061707460425,0.14330410882556588,0.014457062757230021,-0.3422747333333307
AUS,2018,-0.030000000000000027,-0.2899999999999999,0.6471359114614836,253.53482134166734,0.01929904374912894,-0.09863040689634317,-0.040454116363970005,-0.10781734166666546
AUS,2019,-0.08999999999999997,-0.030000000000000027,0.2543187994697744,318.74762866666424,0.01893363163719819,0.15375353869238817,0.033771702392489944,-0.2975163750000016
AUS,2020,-0.06000000000000005,-0.08999999999999997,2.548057944185698,292.34210995000103,0.015979326541507355,-0.3920470538682218,0.10001438309812016,-0.14386763333333263
AUS,2021,0.10000000000000009,-0.06000000000000005,1.7798393240263444,-226.40671082499648,0.008433394128375404,,0.014862461899459944,1.278016591666666
AUS,2022,0.17999999999999994,0.10000000000000009,0.6815348505435885,382.9422989083323,0.028236670572177047,,-0.12204744392684996,-1.3027072083333326
AUT,1995,,,,,,,,
AUT,1996,,,,,,,,
AUT,1997,,,-0.19367213590513277,-50.0,0.018438698634193784,,0.036024999999999974,0.49166666666666003
AUT,1998,,,0.4084303586731326,5.0,0.012975288712205213,-0.1393295993596907,0.11760833333333298,0.0
AUT,1999,,,0.7253725090828738,5.0,0.00918238126132831,0.4871973670812505,0.012983333333333014,-0.008333333333330195
AUT,2000,,,-0.3968506665973517,42.0,0.005673739051354154,0.07420416614331082,0.03917956477802598,-0.5749999999999993
AUT,2001,0.96,,1.7849290698242037,10.0,0.02317798706910601,-0.1650595702276183,0.14653317201884097,-0.21666666666667034
AUT,2002,-0.9199999999999999,0.96,-0.194804377664217,-33.0,0.026154957476851592,-0.8845195379561066,0.031535018206160004,0.04999999999999982
AUT,2003,0.06999999999999984,-0.9199999999999999,2.742100837014907,49.0,0.017941669577060892,0.11963771755664487,-0.05556595551550991,0.40000000000000036
AUT,2004,-0.2799999999999998,0.06999999999999984,-0.4042915305660728,33.0,0.013464483470619015,-0.26258911676611385,-0.175901916093541,
AUT,2005,0.21999999999999975,-0.2799999999999998,0.42392892760677414,-58.0,0.020402514276343098,0.8096576769705721,-0.08030112249246601,
AUT,2006,-0.16000000000000014,0.21999999999999975,0.44766852313470507,15.425000000000182,0.02273105805078668,-0.10033299232979265,-0.00024267915778097837,0.1416666666666595
AUT,2007,-0.05999999999999961,-0.16000000000000014,0.9647548908448504,,0.014312550422427961,0.3428623907998676,-0.007922194316820064,-0.3916666666666595
AUT,2008,-0.5200000000000002,-0.05999999999999961,0.28939684325824144,,0.021453772609965505,0.1438725060112307,-0.06621179361352492,-0.4249999999999998
AUT,2009,0.13000000000000012,-0.5200000000000002,0.852059819699194,70.42500000000018,0.031653220207888744,-0.9546187818760781,-0.046503087324034076,-0.7750000000000004
AUT,2010,0.2799999999999998,0.13000000000000012,-1.7792984562209209,-11.900000000000091,0.0050503195801230305,,0.035818083666871,1.2249999999999996
AUT,2011,-0.5399999999999998,0.2799999999999998,0.08918515714013608,34.52500000000009,0.017972834017661476,,0.03524309476755105,-0.47499999999999964
AUT,2012,-0.13000000000000012,-0.5399999999999998,-1.1756345542120095,35.80000000000018,0.03233729839395938,0.48137348192420193,-0.03588476378693706,-0.2916666666666696
AUT,2013,0.030000000000000027,-0.13000000000000012,-0.007912720773778359,31.97499999999991,0.024552847572540948,-1.538961650395508,0.05884745592571605,0.2916666666666696
AUT,2014,0.5399999999999998,0.030000000000000027,0.15740028767925085,20.15000000000009,0.0198041713412227,,-0.024708552089215075,0.5333333333333297
AUT,2015,-0.009999999999999787,0.5399999999999998,0.4678440411497229,8.125,0.015930489304067486,,0.0003974823389170101,0.30833333333333
AUT,2016,0.06999999999999984,-0.009999999999999787,-0.5076407094740809,35.599999999999454,0.008925700027553773,0.5450507929884485,0.14775650326243805,0.1166666666666707
AUT,2017,-0.1299999999999999,0.06999999999999984,0.936838925078358,71.90000000000055,0.008876411510169824,0.48503265126410006,0.0028298830070899728,0.2999999999999998
AUT,2018,-0.1299999999999999,-0.1299999999999999,-1.2655704828101264,39.92500000000018,0.02059906087007146,0.07066684969875403,-0.017174353025598,-0.5250000000000004
AUT,2019,0.010000000000000009,-0.1299999999999999,-0.5614387667023332,58.899999999999636,0.01978676321958428,0.0891886156113536,-0.039782688743019934,-0.7166666666666694
AUT,2020,-0.3600000000000001,0.010000000000000009,1.3622786331378656,35.649999999999636,0.015192955676442743,-0.347503761976216,0.04602388604209795,-0.36666666666666003
AUT,2021,-0.09000000000000008,-0.3600000000000001,0.9134925524145552,,0.01372448242556068,,-0.015806800748164984,1.18333333333333
AUT,2022,-0.05999999999999983,-0.09000000000000008,-1.2487378284729513,,0.027290860235908987,,-0.03198817770876505,0.17499999999999982
CAN,1995,,,,,,,,
CAN,1996,-1.2600000000000007,,,,,,,
CAN,1997,-3.4399999999999995,-1.2600000000000007,1.2448258844930615,124.75,0.015583259102657898,-0.462571518089385,-0.008705104625189808,0.1000000000000103
CAN,1998,-0.55,-3.4399999999999995,-1.7471446880093005,288.03333333340015,0.016082150001991202,0.9298783283065063,0.021215599525509887,-0.4916666666666689
CAN,1999,-0.42999999999999994,-0.55,-0.010608778662000828,338.84166666659985,0.00991015634972836,-0.09484107416608722,0.09849255335308005,-0.833333333333341
CAN,2000,0.30000000000000004,-0.42999999999999994,1.5118210518890265,354.97500000000036,0.017199663612475824,0.27809737704012916,0.002043926662280038,-0.6916666666666593
CAN,2001,0.29000000000000004,0.30000000000000004,2.3708387915018543,358.14166666669917,0.0268312018059067,-0.0004794686406652815,-0.0004313128984401171,-0.7750000000000004
CAN,2002,-0.1100000000000001,0.29000000000000004,-0.3346587135180332,172.17499999999927,0.0249376570991382,-1.0081078396739933,0.06329781933116996,0.40000000000000036
CAN,2003,0.97,-0.1100000000000001,-0.4628181730223542,359.02500000000146,0.02233270247858421,0.4697030480133164,0.021632760091910175,0.4583333333333295
CAN,2004,-0.95,0.97,-0.5190059851141822,369.51666666669917,0.027212004194000272,-0.50703635348112,-0.16967880074880015,-0.09999999999999964
CAN,2005,-0.050000000000000044,-0.95,1.1189951849534379,254.18333333329974,0.018402222859736916,0.5376081083423245,-0.09926378251438983,-0.3833333333333302
CAN,2006,-0.010000000000000009,-0.050000000000000044,-0.44087679540495106,208.49166666669953,0.021894086066799545,0.03747668843770846,-0.08938699802306016,-0.4333333333333398
CAN,2007,0.09000000000000008,-0.010000000000000009,-0.45734866693586373,290.23333333330083,0.0198224839161103,-0.1964127507595922,-0.0773891540745899,-0.29166666666665986
CAN,2008,0.0,0.09000000000000008,-0.6201341583744773,343.0750000000007,0.021158413612887728,-0.25220646443485095,-0.060001187071810014,-0.3000000000000007
CAN,2009,0.15999999999999992,0.0,-0.7013446246777322,240.00833333329865,0.023426159019831694,-0.7223975068786905,-0.006758143304069986,0.125
CAN,2010,-0.24,0.15999999999999992,-3.0347829841089164,-241.39166666660094,0.0029901929438267416,,0.07381714909645987,2.1583333333333297
CAN,2011,-0.08000000000000007,-0.24,-0.6560631688391152,222.75,0.017612697236309316,,-0.11114329866992989,-0.2749999999999986
CAN,2012,0.020000000000000018,-0.08000000000000007,0.8490273226748521,241.4083333333001,0.028705380789997292,0.014896884693153867,-0.04110647233201403,-0.533333333333335
CAN,2013,0.050000000000000044,0.020000000000000018,-0.8163337564688993,212.03333333333285,0.015043065897674346,-0.58048329822854,0.010112773699730071,-0.22499999999999876
CAN,2014,-0.020000000000000018,0.050000000000000044,0.3906845144675848,236.09166666666715,0.009339172825381326,0.2812242938368906,0.03088717179559397,-0.25
CAN,2015,0.21999999999999997,-0.020000000000000018,0.8229907961311493,70.75833333333867,0.0188868738786363,0.21144934053195985,0.07456803900810005,-0.1250000000000009
CAN,2016,-0.08999999999999986,0.21999999999999997,-1.1762679288975875,118.7416666666577,0.011189576146112046,-1.4863467630729317,0.17357979743082996,-0.041666666666666075
CAN,2017,-0.040000000000000036,-0.08999999999999986,0.39818706026388595,109.70833333333576,0.014186489679075542,0.4686539199597584,0.04713541337284988,0.06666666666666554
CAN,2018,-0.050000000000000044,-0.040000000000000036,0.29671776839659847,405.2833333333365,0.015842680659733155,1.0720010737780776,-0.027308692358359865,-0.633333333333332
CAN,2019,0.040000000000000036,-0.050000000000000044,0.4208774844855072,334.4333333333343,0.02242883923648975,-0.100788584694395,-0.001967459611650124,-0.5916666666666659
CAN,2020,-0.020000000000000018,0.040000000000000036,0.4199519681884005,364.16666666666424,0.019305141061754405,-0.36275696517357314,0.030820526930800174,-0.1583333333333341
CAN,2021,0.8600000000000001,-0.020000000000000018,-0.043075403251384925,-1002.3250000000007,0.00714441410957356,,0.014256869627959912,4.008333333333336
CAN,2022,-0.98,0.8600000000000001,1.9803570312286671,895.633333333335,0.03338828743578581,,-0.08767265261308999,-2.1583333333333368
CZE,1995,,,,,,,,
CZE,1996,,,,,,,,
CZE,1997,-0.3799999999999999,,-3.606350182727662,6.5325229999998555,0.08396216788687383,,0.6087889564986995,-0.11666666666666003
CZE,1998,-0.28000000000000025,-0.3799999999999999,0.21050402582696126,-30.159497999999985,0.08246583108031391,,4.5557384547607995,0.8833333333333302
CZE,1999,-2.38,-0.28000000000000025,3.71491839684015,,0.10163888873483184,,0.5761143933616033,1.69166666666667
CZE,2000,1.5300000000000002,-2.38,-0.17101262761905112,,0.02112967230559004,,2.307620014194697,2.233333333333329
CZE,2001,-0.11000000000000032,1.5300000000000002,-2.325104106411839,-32.82499999999982,0.03705864961124572,1.0680633860995632,4.048237332564803,0.07500000000000107
CZE,2002,0.1200000000000001,-0.11000000000000032,-0.28475409917228944,2.350000000000364,0.045572379027092325,-0.31832726836774916,-0.6082208393459041,-0.6500000000000004
CZE,2003,0.019999999999999574,0.1200000000000001,-0.32433668198549714,47.55000000000018,0.018851007690917854,-0.6562328622653077,-5.295573480940995,-0.8333333333333304
CZE,2004,-2.1099999999999994,0.019999999999999574,-0.34177536530413377,-29.950000000000728,0.0011866876628596756,0.7797779376935945,-4.524536542690704,0.48333333333333073
CZE,2005,0.21999999999999975,-2.1099999999999994,1.9824285315824923,,0.02722703546198968,0.36108859957168216,-2.5136897703745973,0.5166666666666693
CZE,2006,-0.16000000000000014,0.21999999999999975,1.1152461431502179,,0.01840064390886642,0.297123996692197,-1.7400282953761028,-0.34999999999999964
CZE,2007,-0.05999999999999961,-0.16000000000000014,-0.18886223817088776,64.05000000000018,0.025024192572007387,0.03818594078371351,-1.3695431159419975,-0.8083333333333398
CZE,2008,-0.5200000000000002,-0.05999999999999961,-1.962645582686548,93.875,0.02813180759902778,-0.18786017852046877,-2.2960406322542006,-1.80833333333333
CZE,2009,0.13000000000000012,-0.5200000000000002,3.0024674866469434,80.55000000000018,0.061646817328534276,-0.7424955433906364,-3.2110973822071998,-0.9166666666666705
CZE,2010,0.2799999999999998,0.13000000000000012,-0.845005471922976,-68.22500000000036,0.01014216743444507,,1.9725666564715993,2.2750000000000004
CZE,2011,-0.5399999999999998,0.2799999999999998,-0.918993403518908,,0.014619879567872474,,0.02907157600850141,0.6083333333333396
CZE,2012,-0.13000000000000012,-0.5399999999999998,1.1860804572183103,,0.018990720694643137,-0.42634483605214957,-1.4072802810715999,-0.5749999999999993
CZE,2013,0.030000000000000027,-0.13000000000000012,0.4511980209026232,17.275000000000546,0.032347367529282245,,1.8660776570047979,0.2583333333333293
CZE,2014,0.5399999999999998,0.030000000000000027,0.7821081821157354,47.099999999999454,0.014280524910404324,,0.02217370129870133,-0.008333333333329307
CZE,2015,-0.009999999999999787,0.5399999999999998,1.6121402146409938,37.100000000000364,0.0034339830219130008,,1.1972955219900996,-0.8500000000000005
CZE,2016,0.06999999999999984,-0.009999999999999787,-0.09047318565719198,67.72499999999945,0.0030888700103064437,0.7923553675260745,3.8352077326055998,-1.0583333333333398
CZE,2017,-0.1299999999999999,0.06999999999999984,1.0612906441698895,96.5,0.006811789090346743,-0.653028799465569,-0.15238114844089878,-1.0916666666666601
CZE,2018,-0.1299999999999999,-0.1299999999999999,-0.3076720993130697,83.07500000000073,0.024209900831616338,0.6954354586029685,-1.0551300246251998,-1.0583333333333398
CZE,2019,0.010000000000000009,-0.1299999999999999,-1.243260928568751,72.17499999999927,0.021267191058669255,-0.6031772723706965,-1.6556636128364026,-0.64166666666666
CZE,2020,-0.3600000000000001,0.010000000000000009,0.09657519602728667,9.25,0.028080778066611245,0.2309970734391038,1.2013221108601009,-0.25
CZE,2021,-0.09000000000000008,-0.3600000000000001,1.436773195805486,-67.97499999999945,0.031123551023950036,,0.2813309406174014,0.5333333333333297
CZE,2022,-0.05999999999999983,-0.09000000000000008,-3.882276595106375,,0.03767957346696704,,-1.5302362444319009,0.2583333333333302
FIN,1995,,,,,,,,
FIN,1996,,,,,,,,
FIN,1997,,,-0.2962863800163893,29.0,0.00627226939288672,,0.03786330694464801,-0.8333333333333002
FIN,1998,,,1.2569984314676077,,0.011855015394274915,,0.10006200528222198,-1.9250000000000007
FIN,1999,,,-0.009300655519172807,,0.013897691258340394,,,-1.283333333333399
FIN,2000,,,-0.20318800834987272,,0.011555348888170336,,,-1.1416666666666
FIN,2001,0.96,,2.3236893577273676,,0.029967422216341966,,0.14653317201884097,-0.4333333333333709
FIN,2002,-0.9199999999999999,0.96,0.9110256335155515,,0.025457595705094427,,0.031535018206160004,-0.6583333333333297
FIN,2003,0.06999999999999984,-0.9199999999999999,-0.04376244408047114,5.324999999999818,0.015590049423984453,,-0.05556595551550991,-0.05000000000000071
FIN,2004,-0.2799999999999998,0.06999999999999984,-3.4215632919378356,-7.424999999999727,0.008736114300482711,,-0.175901916093541,-0.06666666666666998
FIN,2005,0.21999999999999975,-0.2799999999999998,1.0324461525878075,,0.0018694851687639513,,-0.08030112249246601,-0.18333333333333002
FIN,2006,-0.16000000000000014,0.21999999999999975,-2.287707130228336,,0.006219331758003044,,-0.00024267915778097837,-0.42499999999999893
FIN,2007,-0.05999999999999961,-0.16000000000000014,0.45672633196345513,42.65000000000009,0.015545211335462383,,-0.007922194316820064,-0.68333333333333
FIN,2008,-0.5200000000000002,-0.05999999999999961,0.2635352743016983,,0.02479666794791502,,-0.06621179361352492,-0.8500000000000005
FIN,2009,0.13000000000000012,-0.5200000000000002,-2.2906956649125854,,0.03985466271089866,,-0.046503087324034076,
FIN,2010,0.2799999999999998,0.13000000000000012,0.10729388417117702,-73.59999999999991,0.0,,0.035818083666871,
FIN,2011,-0.5399999999999998,0.2799999999999998,-0.43219943080826817,-9.800000000000182,0.011771789365443652,,0.03524309476755105,0.17499999999999005
FIN,2012,-0.13000000000000012,-0.5399999999999998,-2.698810572574904,26.200000000000273,0.033597326062955624,,-0.03588476378693706,-0.5749999999999904
FIN,2013,0.030000000000000027,-0.13000000000000012,-1.1134386724626357,9.549999999999727,0.027696217503554443,,0.05884745592571605,-0.15833333333333055
FIN,2014,0.5399999999999998,0.030000000000000027,0.0372088128794017,-26.5,0.014674679591406559,,-0.024708552089215075,0.4916666666666609
FIN,2015,-0.009999999999999787,0.5399999999999998,0.6850265644245317,-9.474999999999909,0.010358168529337242,,0.0003974823389170101,0.4499999999999993
FIN,2016,0.06999999999999984,-0.009999999999999787,0.6373237832965243,-10.449999999999818,-0.0020814851926687084,,0.14775650326243805,0.7083333333333393
FIN,2017,-0.1299999999999999,0.06999999999999984,-0.8176348157647865,11.299999999999727,0.003560498903167897,,0.0028298830070899728,-0.5416666666666696
FIN,2018,-0.1299999999999999,-0.1299999999999999,1.010422247890745,25.09999999999991,0.007511865628605285,,-0.017174353025598,-0.15000000000000036
FIN,2019,0.010000000000000009,-0.1299999999999999,-1.0198677828362408,66.72500000000036,0.010779897401271832,,-0.039782688743019934,-1.3333333333333295
FIN,2020,-0.3600000000000001,0.010000000000000009,1.8736338093595069,25.674999999999727,0.01018885616249321,,0.04602388604209795,-0.69166666666667
FIN,2021,-0.09000000000000008,-0.3600000000000001,0.0882213039153887,,0.002901332617660124,,-0.015806800748164984,0.9833333333333298
FIN,2022,-0.05999999999999983,-0.09000000000000008,-0.3475480891074665,,0.021708401560118773,,-0.03198817770876505,-0.04999999999999982
FRA,1995,,,,,,,,
FRA,1996,,,,,,,,
FRA,1997,,,,58.73388000000341,0.019634805870808236,-0.5006134837864771,0.019053586337721917,0.45000000000000107
FRA,1998,,,,130.56011999999828,0.011967531966652345,0.5926772859494318,0.109994506753746,-0.06666666666670018
FRA,1999,,,,416.45712999999887,0.006490161939982642,0.31206871359541133,,-0.28333333333329946
FRA,2000,,,,484.78512000000046,0.005357041786007599,-0.0155540244537542,,-0.7333333333333005
FRA,2001,0.96,,-2.2311434943278616,623.5136300000013,0.01662070650033609,0.1973783147423671,0.14653317201884097,-1.7583333333333595
FRA,2002,-0.9199999999999999,0.96,0.4272329835344919,469.98875000000044,0.01621562123884779,-0.7793747034026534,0.031535018206160004,-0.81666666666667
FRA,2003,0.06999999999999984,-0.9199999999999999,-0.4286387949413253,,0.01905148533095513,-0.5760269134496263,-0.05556595551550991,
FRA,2004,-0.2799999999999998,0.06999999999999984,-0.3268633596424466,,0.020767575225996815,-0.0982456856931396,-0.175901916093541,
FRA,2005,0.21999999999999975,-0.2799999999999998,-0.3079164125116546,,0.021194693671067633,1.0863988073995106,-0.08030112249246601,0.36666666666666714
FRA,2006,-0.16000000000000014,0.21999999999999975,-0.43544129585428504,,0.017308041577455135,-0.4178819844309778,-0.00024267915778097837,0.01666666666666572
FRA,2007,-0.05999999999999961,-0.16000000000000014,0.15966014167779508,165.97500000000218,0.016612490255759838,0.3626270136922115,-0.007922194316820064,-0.041666666666666075
FRA,2008,-0.5200000000000002,-0.05999999999999961,-0.39103160249935986,436.5249999999978,0.014770359783343068,-0.07005932885638433,-0.06621179361352492,-0.8249999999999993
FRA,2009,0.13000000000000012,-0.5200000000000002,-0.5785096067746427,339.75,0.0277402754434366,-1.895520408438644,-0.046503087324034076,-0.583333333333333
FRA,2010,0.2799999999999998,0.13000000000000012,0.25278252074662755,-252.04999999999927,0.0008758211382478009,,0.035818083666871,1.6833333333333327
FRA,2011,-0.5399999999999998,0.2799999999999998,-0.14697888229185185,56.29999999999927,0.015195193120785433,,0.03524309476755105,0.15833333333333144
FRA,2012,-0.13000000000000012,-0.5399999999999998,-0.1464392748924328,28.150000000001455,0.02089612677381858,0.19769477573781546,-0.03588476378693706,-0.08333333333333215
FRA,2013,0.030000000000000027,-0.13000000000000012,-0.1970978470983077,45.39999999999782,0.019353460907971964,-2.584719544763275,0.05884745592571605,0.5583333333333336
FRA,2014,0.5399999999999998,0.030000000000000027,0.32886347502306235,,0.008600068152331275,1.4474975745902035,-0.024708552089215075,0.5416666666666679
FRA,2015,-0.009999999999999787,0.5399999999999998,-0.24489177264196937,,0.0050647407493897845,0.24405264734545692,0.0003974823389170101,-0.03333333333333499
FRA,2016,0.06999999999999984,-0.009999999999999787,0.5678120817007216,65.79999999999927,0.0003750734562819602,0.06679013239783518,0.14775650326243805,0.09166666666666856
FRA,2017,-0.1299999999999999,0.06999999999999984,-0.17374804485854056,137.875,0.001831670078916936,-0.2154168887460307,0.0028298830070899728,-0.3000000000000007
FRA,2018,-0.1299999999999999,-0.1299999999999999,0.13653797565989406,223.29999999999927,0.01026991097652541,0.8848960546031396,-0.017174353025598,-0.6416666666666675
FRA,2019,0.010000000000000009,-0.1299999999999999,-0.13737161067950526,218.40000000000146,0.01833895943281494,-0.23581165126572468,-0.039782688743019934,-0.3999999999999986
FRA,2020,-0.3600000000000001,0.010000000000000009,1.4236310976814908,110.79999999999927,0.011021587772159336,0.20848646354521705,0.04602388604209795,-0.5750000000000011
FRA,2021,-0.09000000000000008,-0.3600000000000001,-2.9941088225886294,,0.004753671904235368,,-0.015806800748164984,-0.40833333333333677
FRA,2022,-0.05999999999999983,-0.09000000000000008,2.3436545006239187,,0.01628991012272163,,-0.03198817770876505,-0.15833333333332966
DEU,1995,,,,,,,,
DEU,1996,,,,,,,,
DEU,1997,,,0.5640692889146869,-143.25,0.014393175377723999,-0.3827309030396299,0.03664684558473996,0.69166666666667
DEU,1998,,,0.17296398424392523,-128.75,0.019208030898491657,0.5869253208013886,0.11732018290614799,0.7333333333333307
DEU,1999,,,-0.08995374744942974,,0.009070582997409815,0.1254460382451963,,-0.22500000000000142
DEU,2000,,,-0.7049563307454885,,0.005837266141854869,0.011382163190697625,,-0.8249999999999993
DEU,2001,0.96,,-0.40950310015344704,193.11663750000298,0.014299949846791726,0.30329243136151807,0.14653317201884097,-0.6166666666666707
DEU,2002,-0.9199999999999999,0.96,1.3711780026857978,110.67895499999577,0.01964434860521358,-0.5634990157775207,0.031535018206160004,-0.14999999999999947
DEU,2003,0.06999999999999984,-0.9199999999999999,2.1065569545955363,-284.79909999999654,0.014108078528506596,,-0.05556595551550991,0.8250000000000002
DEU,2004,-0.2799999999999998,0.06999999999999984,-0.41548832781258427,-307.7958024999971,0.010289118925855156,,-0.175901916093541,1.125
DEU,2005,0.21999999999999975,-0.2799999999999998,3.032020721248167,,0.016520148675025048,,-0.08030112249246601,0.69166666666667
DEU,2006,-0.16000000000000014,0.21999999999999975,0.18075719892730202,,0.015350680651388338,-0.271095904552148,-0.00024267915778097837,0.7833333333332995
DEU,2007,-0.05999999999999961,-0.16000000000000014,1.05926237114394,810.9499999999971,0.015651171337169423,1.4683117210117347,-0.007922194316820064,-1.008333333333299
DEU,2008,-0.5200000000000002,-0.05999999999999961,0.9262311286505458,816.25,0.022723265727009334,-0.28806717803449833,-0.06621179361352492,-1.7333333333333307
DEU,2009,0.13000000000000012,-0.5200000000000002,-0.9922400115258876,552.5,0.02594434657430522,-1.1808603392862793,-0.046503087324034076,-1.1166666666666698
DEU,2010,0.2799999999999998,0.13000000000000012,0.2092121106139544,,0.003122497157048265,,0.035818083666871,-0.08333333333333393
DEU,2011,-0.5399999999999998,0.2799999999999998,-0.10044270821018664,,0.01097761055367652,,0.03524309476755105,-0.7666666666666657
DEU,2012,-0.13000000000000012,-0.5399999999999998,0.5337215199413379,,0.020539345373130402,-0.09771798277619381,-0.03588476378693706,-1.0499999999999998
DEU,2013,0.030000000000000027,-0.13000000000000012,0.9201825783115014,340.0749999999971,0.019885870715996568,-2.08700385347404,0.05884745592571605,-0.44166666666667
DEU,2014,0.5399999999999998,0.030000000000000027,-0.43534546497728055,403.77500000000146,0.014935136206461586,-0.1675095316896852,-0.024708552089215075,-0.14166666666666394
DEU,2015,-0.009999999999999787,0.5399999999999998,0.5567581262648957,339.8000000000029,0.009027103177618123,1.7088198989880277,0.0003974823389170101,-0.23333333333333606
DEU,2016,0.06999999999999984,-0.009999999999999787,0.9733402894157717,339.1999999999971,0.005131023869561879,-0.2695298838801732,0.14775650326243805,-0.34999999999999787
DEU,2017,-0.1299999999999999,0.06999999999999984,0.6960411509705562,1056.4000000000015,0.004905434904274308,0.2875627902015848,0.0028298830070899728,-0.4583333333333326
DEU,2018,-0.1299999999999999,-0.1299999999999999,-0.8915423166585938,396.3000000000029,0.014982170265025907,0.23542604973136205,-0.017174353025598,-0.37499999999999956
DEU,2019,0.010000000000000009,-0.1299999999999999,0.36292204960748364,251.375,0.017173366570070847,-0.9065520819095461,-0.039782688743019934,-0.3333333333333335
DEU,2020,-0.3600000000000001,0.010000000000000009,-0.503295086023952,,0.014353168821566342,-0.15254319268965028,0.04602388604209795,-0.2416666666666667
DEU,2021,-0.09000000000000008,-0.3600000000000001,-1.644818110510828,,0.0014476569823527186,,-0.015806800748164984,0.6749999999999998
DEU,2022,-0.05999999999999983,-0.09000000000000008,0.6900144980507967,,0.03020584205706367,,-0.03198817770876505,-0.02499999999999991
GRC,1995,,,,,,,,
GRC,1996,,,,,,,,
GRC,1997,,,,47.772829999999885,0.07876079647066803,0.1161357595424578,0.026649425287356032,
GRC,1998,,,,-14.947779999999966,0.05388197055996091,0.4333420820472681,0.09475490339936399,
GRC,1999,,,,164.56467999999995,0.046561259027635415,-0.07828970565336557,,
GRC,2000,,,,13.400000000000091,0.026024782731664864,0.016507794405705267,,
GRC,2001,0.96,,,,0.03102546908798498,0.2694534495943508,,-0.75
GRC,2002,-0.9199999999999999,0.96,,,0.033182968850764105,0.0379583703641555,,-0.5583333333332998
